datetime,open,high,low,close,volume,prev_close,daily_return,overnight_gap,intraday_return,high_above_prev_close,low_below_prev_close,threshold_68,below_threshold_68,breach_depth_68,upside_threshold_68,above_upside_threshold_68,upside_breach_magnitude_68,threshold_90,below_threshold_90,breach_depth_90,upside_threshold_90,above_upside_threshold_90,upside_breach_magnitude_90,threshold_95,below_threshold_95,breach_depth_95,upside_threshold_95,above_upside_threshold_95,upside_breach_magnitude_95,threshold_99,below_threshold_99,breach_depth_99,upside_threshold_99,above_upside_threshold_99,upside_breach_magnitude_99,trade_signal,position_status,entry_price,exit_price,target_price,pnl,running_pnl,current_equity,position_size,shares,next_day_recovery_potential,position_underwater,scaling_opportunity,true_range,prev_day_up,prev_day_down,volatility_regime
2022-08-21 22:00:00,165.49,165.49,162.26,163.05,19499711,,,,-0.014744,0,0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,,0,0,
2022-08-22 22:00:00,162.48,165.05,160.7,161.11,18111777,163.05,-0.011898,-0.003496,-0.008432,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,4.35,0,0,
2022-08-23 22:00:00,160.6,165.46,159.77,163.26,20891481,161.11,0.013345,-0.003166,0.016563,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,5.69,0,1,
2022-08-24 22:00:00,165.18,168.88,164.02,168.78,15550514,163.26,0.033811,0.01176,0.021794,1,0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,5.62,1,0,
2022-08-25 22:00:00,168.48,170.92,161.6726,161.78,24023633,168.78,-0.041474,-0.001777,-0.039767,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,9.2474,1,0,
2022-08-28 22:00:00,160.655,163.05,159.01,159.17,20052661,161.78,-0.016133,-0.006954,-0.009243,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,4.04,0,1,
2022-08-29 22:00:00,160.355,161.66,155.91,157.16,19567948,159.17,-0.012628,0.007445,-0.019925,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,5.75,0,1,
2022-08-30 22:00:00,167.07,167.84,162.14,162.93,40952975,157.16,0.036714,0.063057,-0.02478,1,0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,10.68,0,1,
2022-08-31 22:00:00,163.58,167.3599,160.345,165.36,30145683,162.93,0.014914,0.003989,0.010882,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,7.0149,1,0,
2022-09-01 22:00:00,167.45,167.93,159.22,160.32,22634191,165.36,-0.030479,0.012639,-0.04258,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,8.71,1,0,
2022-09-05 22:00:00,160.1,161.69,157.69,158.54,19339781,160.32,-0.011103,-0.001372,-0.009744,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,4.0,0,1,
2022-09-06 22:00:00,157.76,160.955,156.81,160.39,16831182,158.54,0.011669,-0.00492,0.016671,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,4.145,0,1,
2022-09-07 22:00:00,158.71,162.23,157.74,162.06,22530785,160.39,0.010412,-0.010474,0.021108,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,4.49,1,0,
2022-09-08 22:00:00,163.248,169.54,163.02,169.15,22129802,162.06,0.043749,0.007331,0.036154,1,0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,7.48,1,0,
2022-09-11 22:00:00,167.39,171.39,167.28,168.96,23220405,169.15,-0.001123,-0.010405,0.009379,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,0,0,0,4.11,1,0,
2022-09-12 22:00:00,161.54,161.63,152.67,153.13,44444061,168.96,-0.093691,-0.043916,-0.052061,0,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,16.29,0,1,
2022-09-13 22:00:00,153.33,153.54,149.05,151.47,43064195,153.13,-0.01084,0.001306,-0.012131,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,4.49,0,1,
2022-09-14 22:00:00,149.8,154.1984,148.7,149.55,34606348,151.47,-0.012676,-0.011025,-0.001669,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,0,0,0,5.4984,0,1,
2022-09-15 22:00:00,148.05,148.58,144.2935,146.29,40122824,149.55,-0.021799,-0.01003,-0.011888,0,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,5.2565,0,1,
2022-09-18 22:00:00,145.235,148.58,145.1,148.02,22169477,146.29,0.011826,-0.007212,0.019176,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,3.48,0,1,
2022-09-19 22:00:00,145.775,148.84,145.22,146.09,23217350,148.02,-0.013039,-0.015167,0.002161,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,3.62,1,0,
2022-09-20 22:00:00,146.39,149.6,142.0,142.12,38338614,146.09,-0.027175,0.002054,-0.029169,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,7.6,0,1,
2022-09-21 22:00:00,141.55,144.58,140.87,142.82,34418521,142.12,0.004925,-0.004011,0.008972,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,0,0,0,3.71,0,1,
2022-09-22 22:00:00,141.42,142.62,138.89,140.41,31710685,142.82,-0.016874,-0.009803,-0.007142,0,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,3.93,1,0,
2022-09-25 22:00:00,140.12,142.24,136.19,136.37,30497021,140.41,-0.028773,-0.002065,-0.026763,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,6.05,0,1,
2022-09-26 22:00:00,137.92,139.42,134.1201,134.4,30826471,136.37,-0.014446,0.011366,-0.025522,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,5.2999,0,1,
2022-09-27 22:00:00,134.62,142.03,134.27,141.61,32658478,134.4,0.053646,0.001637,0.051924,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,0,0,0,7.76,0,1,
2022-09-28 22:00:00,139.36,139.84,135.2,136.41,38985414,141.61,-0.036721,-0.015889,-0.021168,0,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,6.41,1,0,
2022-09-29 22:00:00,136.05,140.99,135.5,135.68,33166393,136.41,-0.005352,-0.002639,-0.00272,1,1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,5.49,0,1,
2022-10-02 22:00:00,137.14,139.62,136.1,138.61,27723063,135.68,0.021595,0.010761,0.010719,1,0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,25000.0,,,1,0,0,3.94,0,1,
